month,year,CHIRPS,ERA5,PERSIANN,Rainfall
12,2010,2.036621749,40.29216617,11.25685835,39
1,2011,9.476437926,2.661097795,2.87692076,6
2,2011,5.559407592,0.883528031,14.27768183,0
3,2011,26.95843434,58.45651776,19.90630364,10
4,2011,43.8294239,115.4671833,72.90348011,94
5,2011,127.0187435,197.9330331,179.8038659,187
6,2011,331.3468285,472.8934467,428.935725,341
7,2011,208.4409018,238.2251918,308.0489854,144
8,2011,466.2333298,421.3958979,488.5175654,454
9,2011,194.4333806,275.024116,304.3065733,203
10,2011,31.03561282,47.73720726,28.04515547,35
11,2011,5.501528949,2.978363074,0,1
12,2011,1.200281642,1.043431461,0.837513804,0
1,2012,28.62312865,39.70754519,19.64285541,6
2,2012,5.281614304,1.77115202,3.07841301,0
3,2012,14.38635993,13.31465691,8.818016052,6
4,2012,53.88001215,56.37180805,89.38526738,123
5,2012,51.58063221,71.06550038,112.5780219,17
6,2012,180.2712355,228.6494672,290.3724672,137
7,2012,420.6497517,347.4169374,323.8094312,314
8,2012,216.5983324,232.9850793,217.7310665,179
9,2012,204.5914035,290.1751399,315.5970901,178
10,2012,92.30932093,100.597769,109.3958141,102
11,2012,9.075143814,100.2518982,16.92951226,101
12,2012,1.185204506,26.8192254,6.953802824,1
1,2013,8.448255062,0.607190654,1.593485177,0
2,2013,12.35862184,18.61512288,19.99583092,22
3,2013,11.50006688,3.094587475,10.24282575,12
4,2013,24.40457022,63.56237084,74.30427116,51
5,2013,127.898623,210.255295,230.3710381,188
6,2013,176.1980305,178.3062965,255.3271267,178
7,2013,159.3821497,122.7847189,219.0903615,101
8,2013,237.1955862,265.1839852,387.719966,254
9,2013,160.1543493,169.4841832,231.0373117,238
10,2013,179.8112049,165.5225754,208.9561964,204
11,2013,4.278777212,0.986680388,0.55809769,0
12,2013,1.288657725,1.147156581,0.234680995,0
1,2014,8.142340064,3.719062544,2.938082665,0
2,2014,13.62971282,50.97001046,41.88783884,27
3,2014,21.45803881,5.290151574,16.38430709,12
4,2014,13.6429379,5.466485396,21.99884325,51
5,2014,95.22208214,126.350835,183.2257084,151
6,2014,239.72228,282.4381292,405.9442483,188
7,2014,262.8452797,220.3172445,266.8993416,242
8,2014,228.8474474,334.6525431,342.8745634,359
9,2014,165.0964186,150.3519416,210.8869365,153
10,2014,59.81630492,67.28237867,47.82044631,5
11,2014,4.286320716,0.063089654,0.045649882,0
12,2014,1.32556887,1.406522468,1.023657329,0
1,2015,12.84611094,13.87697551,9.768148661,14
2,2015,11.2453506,32.76541084,12.548163,14
3,2015,38.51645362,53.89300734,51.83151454,39
4,2015,53.47608852,138.7568712,164.7362819,144
5,2015,87.62964249,93.10748428,182.4979982,177
6,2015,230.2866077,378.9108992,302.8841779,285
7,2015,553.6292934,481.382519,555.8318982,353
8,2015,246.9205818,331.2065005,305.7612647,127
9,2015,173.0820203,174.1689742,232.5378321,254
10,2015,46.42391515,41.61853343,24.35296199,7
11,2015,4.402362317,0.952797011,1.161714926,6
12,2015,1.720623165,4.972826689,1.297039658,1
1,2016,19.07768154,18.91663857,7.218000412,42
2,2016,11.0865885,11.38591766,40.61766696,3
3,2016,50.41879058,38.70491311,39.17661417,25
4,2016,19.06683183,67.85815209,32.56579298,175
5,2016,170.0725803,302.6762903,194.9284089,212
6,2016,157.0176024,187.2637123,222.4504613,109
7,2016,371.0537529,373.5837936,371.3353311,376
8,2016,185.8749475,228.8011163,256.1030672,168
9,2016,234.052515,272.5666463,301.0181984,170
10,2016,86.25201082,88.163957,104.0080843,95
11,2016,7.277696162,1.522495411,8.618885398,0
12,2016,1.577732012,1.506527886,1.084556341,0
1,2017,8.854250908,3.264365718,2.228938222,2
2,2017,4.302784801,0.077401288,1.014760017,0
3,2017,37.67560577,37.10159659,85.46575797,45
4,2017,78.75336576,126.8163174,173.1054823,80
5,2017,129.782711,168.0770367,203.0446059,193
6,2017,173.2518311,217.1707153,19.18399937,141
7,2017,740.3943291,384.9044442,7.790941189,393
8,2017,322.5606871,355.5375338,356.5220815,219
9,2017,220.1613369,274.1405368,282.6239823,132
10,2017,305.6371684,216.1258161,194.0235605,237
11,2017,11.79949039,7.4422732,10.59156379,5
12,2017,3.207016498,23.5771779,8.692493439,20
1,2018,8.207695246,0.294214115,0,0
2,2018,10.56285924,3.512255847,10.5119909,12
3,2018,27.26467609,59.66943502,11.10139543,9
4,2018,99.10177898,149.5801508,177.9918246,75
5,2018,110.084126,295.8381176,191.5729516,176
6,2018,133.2128458,213.160187,239.7526987,139
7,2018,412.7088904,352.7656198,392.2000127,238
8,2018,158.1312838,201.5971988,228.9787133,84
9,2018,122.5824947,152.6723504,213.1111569,119
10,2018,60.07063651,38.20013627,29.22808009,87
11,2018,4.916732252,0.727873296,1.86091733,0
12,2018,2.231920004,17.93885976,20.87450361,17
1,2019,9.169143677,0.142423436,1.732698917,0
2,2019,18.03531921,75.23780316,55.77662325,46
3,2019,45.17017436,12.95784861,66.52772468,67
4,2019,53.20920658,84.06669647,118.6452408,114
5,2019,122.3804312,217.3011005,224.6861934,147
6,2019,175.0313997,193.7578619,193.9479648,121
7,2019,567.4844809,308.282733,430.0332191,262
8,2019,187.8679571,209.3595564,235.554387,114
9,2019,186.2385528,290.9173965,284.0912353,187
10,2019,101.9234107,194.6671009,143.2377548,174
11,2019,24.96224964,9.942820296,28.53112298,3
12,2019,2.574718177,6.225829944,4.823877901,0
